nome,endereco,lat,lon,DS
Lanchonete e Restaurante,"R. Gonçalo Nunes, 119 - Vila California, São Paulo - SP",-23.5418631,-46.5497271,DSP2
Lanchonete Q! Gosto Ooso,"R. Cel. Pedro Dias de Campos, 1234 - Chácara Seis de Outubro, São Paulo - SP",-23.533057,-46.5308125,DSP2
Lanchonete e Restaurante Ceará.,"Av. Conselheiro Carrão, 3232 - Vila Carrão, São Paulo - SP",-23.5516026,-46.5311176,DSP2
Lanchonete BBJ,"Pça. Sílvio Romero, 85 - Cidade Mãe do Céu, São Paulo - SP",-23.5449661,-46.5735263,DSP2
Lanchonete Do Cleitinho,"R. Antônio de Barros - Vila Carrão, São Paulo - SP",-23.5470187,-46.5553104,DSP2
Atração Sabor bar e lanchonete,"R. Emília Marengo, 998 - Tatuapé, São Paulo - SP",-23.5553134,-46.5580884,DSP2
Lanchonete Baguari,"R. Baguari, 105 - Tatuapé, São Paulo - SP",-23.5345491,-46.5705878,DSP2
Lanchonete 879,"R. Atuaí, 879 - Vila Esperança, São Paulo - SP",-23.5299731,-46.5288241,DSP2
BCC Informática,"R. Francisco Marengo, 1039 - Tatuapé, São Paulo - SP",-23.5463538,-46.558013,DSP2
Assistência Técnica Especializada Celular E Informática,"R. Dr. Jorge Veiga, 613 A - Vila Carrão, São Paulo - SP",-23.5527081,-46.5418167,DSP2
Assistência Técnica Willcam,"R. Cantagalo, 1471 - Tatuapé, São Paulo - SP",-23.5442607,-46.5599349,DSP2
Novo Smart,"R. Azevedo Soares, 1454 - Vila Gomes Cardim, São Paulo - SP",-23.5482815,-46.5629204,DSP2
W Tec Assistência Técnica - Tatuapé,"R. Nova Jerusalém, 622 - Chácara Santo Antônio (Zona Leste), São Paulo - SP",-23.5477532,-46.549609,DSP2
"Assescom Assistência Técnica Notebook Samsung, Dell, HP, Acer, Asus, Positivo, Lenovo Tatuapé","Rua Monte Serrat, 451 - Tatuapé, São Paulo - SP",-23.5415076,-46.5617343,DSP2
M.TECH Eletrônica e Informática,"R. Francisco Marengo, 871 - Tatuapé, São Paulo - SP",-23.5448607,-46.5583089,DSP2
Smart SOS - Assistência Técnica (Tatuapé),"R. Serra de Bragança, 607 - Tatuapé, São Paulo - SP",-23.5450953,-46.569417,DSP2
Assistência Técnica Multimarcas,"R. Azevedo Soares, 1031 - Tatuapé, São Paulo - SP",-23.5487809,-46.566811,DSP2
Servicompo Eletrônica Ltda.,"R. Itapura, 999 CEP: - Tatuapé, São Paulo",-23.5473971,-46.5656964,DSP2
G-techs Assistência Técnica e Acessórios,"Rua Dr. Alarico Silveira, 86 - Vila Aricanduva, São Paulo - SP",-23.5407047,-46.5452563,DSP2
"3D TATUAPÉ -26 Anos- Assistência técnica ,Ps5, Ps4, One, Nintendo Switch, Joicons, Controles Garatia estendia Confiança","R. Emília Marengo, 1279 - Tatuapé, São Paulo - SP",-23.5557968,-46.5555213,DSP2
"iCaiu Tatuapé: Assistência Apple, Conserto de iPhone, iPad, Apple Watch e Macbook","R. Padre Estevão Pernet, 160 - Conjunto 308 - Tatuapé, São Paulo - SP",-23.5433775,-46.5732737,DSP2
Ameritek Customer Care Autorizada Positivo Compaq Vaio,"R. Vale Formoso, 23 - Chácara Santo Antônio (Zona Leste), São Paulo - SP",-23.552629,-46.5536627,DSP2
Assistência Técnica,"Rua Monte Serrat, 883 - Tatuapé, São Paulo - SP",-23.5453287,-46.5608196,DSP2
Chaveiro 24 horas,"R. Francisco Marengo - Tatuapé, São Paulo - SP",-23.5555356,-46.5561139,DSP2
Chaveiro 24 horas vila Carrão,"Av. Conselheiro Carrão - Vila Carrão, São Paulo - SP",-23.5514107,-46.5309411,DSP2
Chaveiro Mirai,"R. João Cordeiro, 575 - Vila Carrão, São Paulo - SP",-23.5574294,-46.5312996,DSP2
SUKA CHAVEIRO E CARIMBOS,"R. Antônio de Barros, 1929 - Vila Carrão, São Paulo - SP",-23.5469403,-46.5552306,DSP2
Chaveiro U.T.I / Emergências 24 horas,"Av. Dr. Orêncio Vidigal, 600 - Loja 01 - Penha de França, São Paulo - SP",-23.5316661,-46.5433361,DSP2
Chaveiro Rona,"R. Serra de Bragança, 558 - Vila Gomes Cardim, São Paulo - SP",-23.5453821,-46.5697892,DSP2
Gika Drika Chaveiro,"R. Serra de Botucatu, 969 - Tatuapé, São Paulo - SP",-23.5426704,-46.562647,DSP2
Chaveiro Mirrel Tatuapé 24H,"R. Francisco Marengo, 803 - Tatuapé, São Paulo - SP",-23.5443061,-46.55853,DSP2
Chaveiro express Tatuapé.,"R. Apucarana, 1000 - Tatuapé, São Paulo - SP",-23.5466418,-46.5635925,DSP2
CHAVEIRO GIL CHAVES . Atend. 24hs,"Avenida Conselheiro Carrão, 1709 Vila Carrão - Chácara Califórnia, São Paulo - SP",-23.545447,-46.544313,DSP2
Chaveiro Dinho 24 Horas Zona Leste,"R. Dr. Suzano Brandão, 973 - Vila Aricanduva, São Paulo - SP",-23.5348032,-46.5382804,DSP2
"Chaveiro, Carimbos, Controles de Portões, Afiações de Tesouras e Facas.","R. Aguapeí, 26 - Tatuapé, São Paulo - SP",-23.5524015,-46.5616987,DSP2
CHAVEIRO E PAPELARIA LEME,"R. Caçaquera, 74 - Vila Antonina, São Paulo - SP",-23.552967,-46.5527411,DSP2
Auto Vidro & Chaveiro,"R. Sebastião de Andrade, 322 - Vila Matilde, São Paulo - SP",-23.5412813,-46.5293298,DSP2
Chaveiro San Petter,"R. Celina, 163 - Vila Esperança, São Paulo - SP",-23.530088,-46.529594,DSP2
Chaveiro Anália Franco,"R. Eleonora Cintra, 500 - Jardim Analia Franco, São Paulo - SP",-23.5563912,-46.5605803,DSP2
SapChaves - Chaveiro Automotivo e Residencial 24h,"R. Cantagalo, 2402 - Vila Carrão, São Paulo - SP",-23.5427251,-46.5508649,DSP2
Chaveiro Colibri Zona Leste,"R. Serra de Bragança, 344 - Vila Gomes Cardim, São Paulo - SP",-23.545823,-46.5718223,DSP2
"ALE CHAVEIRO RESIDENCIA, COMÉRCIO, CONDOMÍNIO E AUTOMOTIVO","R. Atuaí, N° 879 - Vila Esperança, São Paulo - SP",-23.5298376,-46.5287941,DSP2
"Rei das Chaves, Estacionamento, chaveiro e carimbos 24hs.","R. Tijuco Preto, 526 - Tatuapé, São Paulo - SP",-23.5439114,-46.5706748,DSP2
Chaveiro Corujão,"R. Dentista Barreto, 615 - Vila Carrão, São Paulo - SP",-23.5470743,-46.5438798,DSP2
Chaveiro Carielo,"R. Tuiuti, 2704 - Tatuapé, São Paulo - SP",-23.5493496,-46.5735716,DSP2
Chaveiro Aquino 24h Residencial e Automotivo,"Rua Dante Pellacani, 255 A - Vila Reg. Feijó, São Paulo - SP",-23.5546225,-46.5748595,DSP2
"Nardi - Chaveiro, Controles e Manutenção P/ Portão Automático","R. Xiririca, 1312 - Loja 1 - Vila Carrão, São Paulo - SP",-23.5550782,-46.5363007,DSP2
TaTo Serviços - Chaveiro Bordados Carimbos Anália Franco,"R. Emília Marengo, 784 - Vila Reg. Feijó, São Paulo - SP",-23.5546172,-46.5601523,DSP2
Ultragaz Aricanduva,"R. Dr. Suzano Brandão, 819 - Vila Aricanduva, São Paulo - SP",-23.535034,-46.5397824,DSP2
O REI DA AGUA - TATUAPÉ - Distribuidora de Água Mineral,"R. Diamante Preto, 117 - Tatuapé, São Paulo - SP",-23.5407967,-46.5583763,DSP2
Disk Água Tatuapé /Disk Água São Joaquim,"R. Francisco Marengo, 532 - Tatuapé, São Paulo - SP",-23.5418705,-46.5592941,DSP2
Cia da água,"R. Serra de Botucatu, 1714 - Vila Gomes Cardim, São Paulo - SP",-23.5414306,-46.5551938,DSP2
Disk Água Penha,"R. Mirandinha, 601 - Penha de França, São Paulo - SP",-23.5275632,-46.5362786,DSP2
DALIGAS COM. DE GÁS E ÁGUA,"R. Tumucumaque, 41 - Vila Nova Manchester, São Paulo - SP",-23.5450653,-46.531668,DSP2
Mi Águas,"R. Xiririca, 1217 - Vila Carrão, São Paulo - SP",-23.5545643,-46.5370341,DSP2
"Coyote Comércio de Gás, Revenda de Gás Zona Leste, Supergasbras, Revenda agua mineral","Rua Terebé, 8 - Tatuapé, São Paulo - SP",-23.5522769,-46.5627771,DSP2
Canato açaí,"Av. Waldemar Carlos Pereira, 1410 - Vila Talarico, São Paulo - SP",-23.5457148,-46.5135878,DSP2
Mania de Açai,"R. Fernão Albernaz, 155 - Vila Nova Savoia, São Paulo - SP",-23.5431607,-46.5135383,DSP2
lanchonete império da vila,"R. Joaquim Marra, 1657 - Vila Talarico, São Paulo - SP",-23.5389158,-46.5170793,DSP2
Lanchonete Rainha da Guilhermina,"R. Astorga, 777 - Vila Guilhermina, São Paulo - SP",-23.530494,-46.516936,DSP2
The Best Açai - Vila Matilde,"Av. Waldemar Carlos Pereira, 143 - Vila Matilde, São Paulo - SP",-23.5415711,-46.5235343,DSP2
Lanchonete Madrugadão,"Av. Brasílio Pereira de Melo, 258 - Vila Dalila, São Paulo - SP",-23.546119,-46.5170591,DSP2
Lanchonete JNVR,"Av. Conselheiro Carrão, 2706 - Vila Carrão, São Paulo - SP",-23.5494716,-46.535854,DSP2
Lanchonete & Restaurante Charme da Praça,"R. Dr. José Paulo, 119 - Chácara Seis de Outubro, São Paulo - SP",-23.5360663,-46.5261521,DSP2
Hora Do Lanche,"R. José Mascarenhas, 591 - Vila Matilde, São Paulo - SP",-23.538771,-46.5315261,DSP2
JP Bar e Lanchonete,"R. Joaquim Marra, 262 - Vila Matilde, São Paulo - SP",-23.5326653,-46.526383,DSP2
Lanchonete Salsichão,"Av. Dezenove de Janeiro, 502 - Vila Carrão, São Paulo - SP",-23.5567149,-46.5252812,DSP2
Lanchonete Nova Classe A,"Av. Waldemar Carlos Pereira, 415 - Vila Matilde, São Paulo - SP",-23.5430785,-46.5213972,DSP2
Chaveiro Mauro Automotivo e Residencial. ️,"R. Fernandes Portalegre, 120 - Jardim Maringa, São Paulo - SP",-23.5468945,-46.5135426,DSP2
Alemão Chaveiro MRM Vila Matilde,"Av : Ajarani, 36 - Cidade Patriarca, São Paulo - SP",-23.5387458,-46.5085839,DSP2
Chaveiro Fernando Brandão,"Av. Prof. Xavier de Lima - Jardim Hercilia, São Paulo - SP",-23.5440315,-46.507852,DSP2
Chaveiro 24 horas vila Matilde,"Av. Melchert, 2000 - Chácara Seis de Outubro, São Paulo - SP",-23.5395294,-46.525722,DSP2
Chaveiro Duas Rodas,"R. Fortuna de Minas, 352 - Jardim Eliane, São Paulo - SP",-23.556742,-46.5129689,DSP2
CIDA GÁS,"R. Andrade Maia, 226 - Vila Nhocuné, São Paulo - SP",-23.543873,-46.5015937,DSP2
Rami Gás e Água Zona Leste - Patriarca,"Praça Nelson Sales de Abreu, 31 - Cidade Patriarca, São Paulo - SP",-23.5367387,-46.5122659,DSP2
Mix Água Distribuidora De Água Mineral,"Rua Aturiá, 22 - Jardim Santa Maria, São Paulo - SP",-23.5517549,-46.5065696,DSP2
Lord Água Distribuidora de Água Mineral,"R. Nova Serrana, 140 - Jardim Maringa, São Paulo - SP",-23.5486472,-46.5130231,DSP2
Sp Água Distribuidora,"R. Taubaté, 1145 - Vila Formosa, São Paulo - SP",-23.5600428,-46.5350008,DSP2
Assistência Técnica Rincon,"R. Santo Alexandre, 176 - Vila Guilhermina, São Paulo - SP",-23.5306689,-46.5152565,DSP2
Assistência Técnica Dascanio,"Praça Engenheiro Ribeiro Viegas, 8 - Cidade Patriarca, São Paulo - SP",-23.5350929,-46.507651,DSP2
Prime Tech Cell Assistência Técnica,"Av. Waldemar Carlos Pereira, 900 - Vila Talarico, São Paulo - SP",-23.5440042,-46.5170998,DSP2
OMBmaq Assistência Técnica,"R. Banco da Vitória, 45 A - Vila Matilde, São Paulo - SP",-23.549371,-46.5080499,DSP2
CEASTEC Assistência Técnica em Geral,"Av. Waldemar Carlos Pereira, 1325 - Vila Matilde, São Paulo - SP",-23.5451388,-46.5140379,DSP2
Assistência técnica para celulares - Up Smart Tech,"R. Própria, 47 - Cidade Patriarca, São Paulo - SP",-23.5318384,-46.5026031,DSP2
Carrão Service,"Av. Conselheiro Carrão, 3138 - Vila Carrão, São Paulo - SP",-23.5512317,-46.531933,DSP2
SINGULAR FRIO Assistência Tecnica,"Av. Prof. Xavier de Lima, 448 - Vila Matilde, São Paulo - SP",-23.5426085,-46.5065701,DSP2
Assistencia Técnica Sos Fogões 24 horas,"R. Gregório Souza, 111 - Vila Nova Savoia, São Paulo - SP",-23.5426313,-46.5204283,DSP2
Restaura Cell - Assistência Técnica de Celular,"Av. Waldemar Carlos Pereira, 1412 - Vila Talarico, São Paulo - SP",-23.5457148,-46.5135878,DSP2
Fênix Cell - Assistência Técnica Celular,"R. Frederico Severo, 6 - Jardim Santa Maria, São Paulo - SP",-23.5566991,-46.5140746,DSP2
RC Assistência Técnica,"R. Geralda Maria de Jesus Santos, 8 - Vila Matilde, São Paulo - SP",-23.540593,-46.5139315,DSP2
linetec assistencia tecnica,"R. Cel. Donato, 117 - Vila Matilde, São Paulo - SP",-23.5392047,-46.527931,DSP2
Tecno Informática,"Rua Dr. Cristiano Altenfelder Silva, 547 - Vila Carrão, São Paulo - SP",-23.5524259,-46.5231259,DSP2
RCM Assistência Técnica | Conserto De Fogão | Vila Matilde,"R. Durvalina, 67 - Vila Matilde, São Paulo - SP",-23.5366179,-46.5288911,DSP2
"Faz Tudo Celulares - Assistência Técnica Conserto de Celulares, Notebook's e Computadores - São Paulo","R. São Bento do Sapucaí, 542 - Vila Matilde, São Paulo - SP",-23.5331733,-46.5156239,DSP2
Jonicell Assistência Tecnica,"R. Teodoro Mascarenhas, 372 - Vila Matilde, São Paulo - SP",-23.539953,-46.5313463,DSP2
RD Geladeira - Assistência Técnica,"R. Juvelina Ferreira de Assis, 17A - Vila Carrão, São Paulo - SP",-23.556838,-46.521551,DSP2
Assistência Técnica Vila Matilde JPX,"R. Joaquim Marra, 1205 - Vila Matilde, São Paulo - SP",-23.5362778,-46.5198483,DSP2
Assistência Técnica de Impressoras,"R. Mirandinha, 675 - Penha de França, São Paulo - SP",-23.5282586,-46.5361155,DSP2
LP Assist Assistencia Tecnica e Informática,"R. Jericino, 412 - Loja - Chácara Califórnia, São Paulo - SP",-23.5451002,-46.5384987,DSP2
Ligtech Assistência Técnica e Acessórios de Smartphones,"R. Taubaté, 998 - Vila Fernandes, São Paulo - SP",-23.5585549,-46.5349039,DSP2
Help Hard Assistência Técnica de Informática e Eletrônicos,"Av. Waldemar Carlos Pereira, 1576 - Vila Talarico, São Paulo - SP",-23.5465745,-46.5122241,DSP2
Assistência Técnica Pinheiro ( fazemos manutenção em máquina de algodão doce em geral),"R. João Vieira Prioste, 1770 A - Vila Carrão, São Paulo - SP",-23.5562355,-46.531,DSP2
Central Tec Comércio e Assistência Técnica,"Praça Quinze de Outubro, 11 - Vila Carrão, São Paulo - SP",-23.5523792,-46.5282315,DSP2
Rotec - Assistência Técnica De Eletrodomésticos E Ar Condicionado.,"R. Fernandes Portalegre, 997 - Jardim Maringa, São Paulo - SP",-23.5521397,-46.5185439,DSP2
Açai da Barra - Quarta Parada,"R. Serra de Jairé, 264 - Quarta Parada, São Paulo - SP",-23.5457553,-46.5878188,DSP2
Nat Fruit Ice - Sorvete Natural,"R. Passos, 134 - Belenzinho, São Paulo - SP",-23.5383779,-46.5936898,DSP2
Sorvetunes,"Rua Siqueira Bueno, 2241 - Belenzinho, São Paulo - SP",-23.5550758,-46.582285,DSP2
Acai & sorvetes boca gelada,"R. Margarida Silveira Leite, 198 - Mooca, São Paulo - SP",-23.54926,-46.581995,DSP2
Açai Club,"R. Belém, 398 - Belenzinho, São Paulo - SP",-23.540331,-46.595357,DSP2
Veropa Sorveteria,"R. Itabaiana, 580 - A - Belenzinho, São Paulo - SP",-23.5511573,-46.589713,DSP2
Mundo Animal Lanchonete Temática Mooca - Comidas e Bebidas,"R. João Mármore, 33 - Alto da Mooca, São Paulo - SP",-23.5531462,-46.5854671,DSP2
Lanchonete Serra Jaire,"Av. Álvaro Ramos, 2098 - Água Rasa, São Paulo - SP",-23.5534752,-46.5788299,DSP2
Lanchonete Gente Boa,"R. Herval, 417 - Belenzinho, São Paulo - SP",-23.5414373,-46.5913116,DSP2
Lanchonete Recanto de Belem,"R. Júlio de Castilhos, 835 - Belem, São Paulo - SP",-23.5408997,-46.5929361,DSP2
Lanchonete Ponto dos Encontros,"R. Tuiuti, 1593 - Tatuapé, São Paulo - SP",-23.5394461,-46.5753676,DSP2
Lanchonete Acopiara GL,"R. Tuiuti, 1219 - Tatuapé, São Paulo - SP",-23.5361539,-46.5753004,DSP2
Lanchonete Ponto Novo Mooca,"R. Antunes Maciel, 10 - Mooca, São Paulo - SP",-23.5571207,-46.5939907,DSP2
"Restaurante, Churrascaria por Kilo e Lanchonete - Peru's Sandubas","R. Cajuru, 1164 - Belem, São Paulo - SP",-23.5402352,-46.5936393,DSP2
Lanchonete Central do Belém,"Av. Álvaro Ramos, 455 - Belenzinho, São Paulo - SP",-23.5418116,-46.5882231,DSP2
Feras Bar & Lanchonete,"R. Sapucaia, 1185 - Belenzinho, São Paulo - SP",-23.5552869,-46.5879994,DSP2
Lanchonete Central do Tatuapé,"R. Henrique Sertório, 478 - Tatuapé, São Paulo - SP",-23.5393898,-46.5783867,DSP2
Lanchonete Engenhão,"R. Padre Adelino, 810 - Quarta Parada, São Paulo - SP",-23.5445871,-46.5862321,DSP2
Lanchonete Nova Estação,"Rua Domingos Agostim, 34 - Cidade Mãe do Céu, São Paulo - SP",-23.54234,-46.5767139,DSP2
Lanchonete realeza da tuiuti,"R. Tuiuti, 1167 - Tatuapé, São Paulo - SP",-23.5356491,-46.5753968,DSP2
Lanchonete Estrela do Belém,"R. Padre Adelino, 874 - Quarta Parada, São Paulo - SP",-23.5444199,-46.5856161,DSP2
Lanchonete e Pizzaria Dois Amigos,"Av. Reg. Feijó, 378 - Vila Reg. Feijó, São Paulo - SP",-23.55638,-46.5748766,DSP2
Restaurante Morango e Açai,"R. Tuiuti, 1407 - Tatuapé, São Paulo - SP",-23.5377754,-46.5754192,DSP2
Chaveiro JL 24 Horas,"R. Tobias Barreto, 1134 - Alto da Mooca, São Paulo - SP",-23.5488441,-46.5869591,DSP2
Chaveiro 24 horas,"R. Serra de Jairé, 922 - Quarta Parada, São Paulo - SP",-23.5504183,-46.5839348,DSP2
CHAVEIRO ABC,"Rua Tobias Barreto, 1252 - MOOCA - SÃO PAULO - SP CEP - Mooca, São Paulo",-23.5480811,-46.5861601,DSP2
CT Assistência Técnica Especializada,"R. Tuiuti, 2416 - Tatuapé, São Paulo - SP",-23.5469008,-46.574265,DSP2
Chaveiro Henrique - Mooca,"R. Fernando Falcão, 217 - Mooca, São Paulo - SP",-23.555856,-46.5846124,DSP2
Multitech Assistência Técnica,"R. Icém, 79 - Tatuapé, São Paulo - SP",-23.5428088,-46.5753762,DSP2
Chaveiro express,"Av. Alcântara Machado, 4002 - Quarta Parada, São Paulo - SP",-23.5438058,-46.5875147,DSP2
Distribuidora de Água Nova Opção,"R. Pascoal Moreira, 240 - Alto da Mooca, São Paulo - SP",-23.56099,-46.5900616,DSP2
JRDS GÁS E ÀGUA,"R. Bruno Seabra, 21 - Cidade Mãe do Céu, São Paulo - SP",-23.552094,-46.5767531,DSP2
Da fonte Distribuidora de Água Mineral,"R. Barão do Serro Largo, 357 - Vila Reg. Feijó, São Paulo - SP",-23.554029,-46.5701708,DSP2
Açaí do Nabah,"R. Alm. Brasil, 263 - Mooca, São Paulo - SP",-23.5492553,-46.608389,DSP2
Açaí do Salles,"R. Corumbaiba, 704 - Mooca, São Paulo - SP",-23.5712976,-46.5764985,DSP2
Lanchonete Flor da Mooca,"Rua Orville Derby, 199 - Mooca, São Paulo - SP",-23.5570058,-46.6033772,DSP2
Lanchonete Chic da Mooca,"Rua Taquari, 652 - Mooca, São Paulo - SP",-23.5508333,-46.5969444,DSP2
Da Praça - Lanchonete & Restaurante,"R. Canuto Saraiva, 255 - Mooca, São Paulo - SP",-23.5610562,-46.6028363,DSP2
Lanchonete Saborear,"R. Barretos, 453 - Alto da Mooca, São Paulo - SP",-23.5649146,-46.5854356,DSP2
Lanchonete Nova Barão,"R. Barão de Monte Santo, 99 - Mooca, São Paulo - SP",-23.5669519,-46.600431,DSP2
Lanchonete Preferida,"R. do Oratório, 61 - Mooca, São Paulo - SP",-23.5558709,-46.5995627,DSP2
Lanchonete Mooca Café Lanches,"Av. Dr. José Higino, 15 - Box 20 - Vila Oratorio, São Paulo - SP",-23.5682027,-46.582477,DSP2
Lanchonete Belezura da Mooca,"R. Padre Raposo, 657 - Mooca, São Paulo - SP",-23.5614641,-46.5957711,DSP2
Lanchonete Hipodromo Real,"R. João Caetano, 243 - Mooca, São Paulo - SP",-23.5504837,-46.6047823,DSP2
Bar e Lanches Guaimbé,"R. Me. de Deus, 945 - Alto da Mooca, São Paulo - SP",-23.5642041,-46.594497,DSP2
São José Lanchonete e Restaurante,"Rua Serra da Bocaina, 419 - Quarta Parada, São Paulo - SP",-23.5460872,-46.5872339,DSP2
Bar e Lanche Padre Raposo,"R. Visc. de Inhomerim, 745 - Alto da Mooca, São Paulo - SP",-23.5618352,-46.597359,DSP2
Nomad Lanches e Cervejas Artesanais,"R. Sebastião Preto, 43 - Mooca, São Paulo - SP",-23.5685017,-46.5882133,DSP2
Restaurante e Lanchonete Família,"R. Dom Joaquim de Melo, 03 - Vila Dom Pedro I, São Paulo - SP",-23.565756,-46.6005683,DSP2
Lanchonete Juvenal Parada,"R. da Mooca, 2895 - Mooca, São Paulo - SP",-23.5557099,-46.5970555,DSP2
Lanchonete Stillo's,"R. Tamarataca, 70 - Mooca, São Paulo - SP",-23.5636209,-46.5915402,DSP2
Big Lanches 935,"R. Fernando Falcão, 935 - Alto da Mooca, São Paulo - SP",-23.5617253,-46.5877548,DSP2
Cajobi Lanchonete e Restaurante,"Praça Cajobi, 83 - Vila Oratorio, São Paulo - SP",-23.5682047,-46.5797713,DSP2
Bar e Lanchonete Bom Vergel,"Rua Siqueira Bueno, 2015 - Belenzinho, São Paulo - SP",-23.5537283,-46.5839407,DSP2
Lanches União do Monte Santo,"R. Barão de Monte Santo, 103 - Parque da Mooca, São Paulo - SP",-23.5670147,-46.6002494,DSP2
Lanchonete e Restaurante Nova Mania,"R. da Mooca, 3972 - Alto da Mooca, São Paulo - SP",-23.5598562,-46.5874418,DSP2
Restaurante Rainha do Oratória,"R. do Oratório, 588 - Mooca, São Paulo - SP",-23.558627,-46.5954906,DSP2
Chaveiro Pichu,"Rua Orfanato, 1820 - Vila Prudente, São Paulo - SP",-23.5735172,-46.5697621,DSP2
Chaveiro Fácil 24h I Mooca,"R. da Mooca, 2638 - Mooca, São Paulo - SP",-23.5557083,-46.5994556,DSP2
Chaveiro - @Planeta,"R. São Maximiano - Vila Celeste, São Paulo - SP",-23.5742792,-46.5680966,DSP2
SOS ELETRODOMÉSTICOS,"Av. Paes de Barros, 134 - Mooca, São Paulo - SP",-23.5566675,-46.6005395,DSP2
Sat,"R. Fernando Falcão, 764 - Vila Claudia, São Paulo - SP",-23.5602457,-46.5871626,DSP2
Eletroshop,"Rua Siqueira Bueno, 1911 - Belenzinho, São Paulo - SP",-23.553033,-46.5846574,DSP2
"GFIX Informática - especialista em PC GAMER, Notebooks, Reparos eletrônicos de Placa de Vídeo","R. Santa Lúcia, 303 - sala 10 - Tatuapé, São Paulo - SP",-23.5451416,-46.5769645,DSP2
KW Tecnologia - Mooca,"R. Fernando Falcão, 1290 - Mooca, São Paulo - SP",-23.5645379,-46.5894296,DSP2
"ACQUALEV - Distribuidora de água - Lindóya, Ibirá e Acquamix","R. Manaus, 453 - Vila Bertioga, São Paulo - SP",-23.5647365,-46.5812502,DSP2
Manancial Distribuidora de Água,"R. Leocádia Cintra, 30 - Mooca, São Paulo - SP",-23.5570392,-46.6032201,DSP2
Águas da Mooca,"R. Alm. Brasil, 355 - Mooca, São Paulo - SP",-23.5499444,-46.6078376,DSP2
ACQUAPREMIUM,"R. Arinaia, 440 - Água Rasa, São Paulo - SP",-23.5493881,-46.5902666,DSP2
Distribuidora De Água Mineral Vila Prudente,"R. Cavour, 673 - Vila Prudente, São Paulo - SP",-23.582067,-46.5783646,DSP2
Consigaz Mooca Comércio de Gás,"R. Cap. Pacheco e Chaves, 756 - Vila Prudente, São Paulo - SP",-23.5820447,-46.5908455,DSP2
Supergasbras,"Av. Montemagno, 700 - Vila Formosa, São Paulo - SP",-23.5681992,-46.5579856,DSP2
Revenda Ultragaz,"Av. Vila Ema, 1101 - S C - Vila Prudente, São Paulo - SP",-23.5810355,-46.5661428,DSP2
Disk Agua Guaporé - Caminhao pipa - Tatuape,"R. Diamante Preto, 294 - Tatuapé, São Paulo - SP",-23.5405817,-46.5565356,DSP2
Bar & Lanchonete Novo Sabor,"R. Templários, 15 - Jardim Analia Franco, São Paulo - SP",-23.564626,-46.558687,DSP2
Lancheteria Vidal,"Praça Dr. Sampaio Vidal, 27 - Vila Formosa, São Paulo - SP",-23.5672817,-46.5415009,DSP2
Bar e Lanchonete Nova Sapopemba,"Av. Sapopemba, 3972 - Vila Ivone, São Paulo - SP",-23.5760494,-46.5512218,DSP2
Restaurante e Lanchonete Ceará,"Av. Alberto Ramos, 561 - Vila Independencia, São Paulo - SP",-23.587049,-46.5603666,DSP2
Lanchonete Casa Do Norte Nonato Alves,"R. Saigon, 28 - Vila Formosa, São Paulo - SP",-23.5674074,-46.5439549,DSP2
Lanchonete da Tia Luh,"R. Alm. Alexandrino, 91 - Vila Invernada, São Paulo - SP",-23.5664059,-46.5691449,DSP2
Curva do Sol Açaiteria e Sorveteria - Loja 2 Vl. Formosa,"Av. João XXIII, 197 - Vila Formosa, São Paulo - SP",-23.5708584,-46.5383602,DSP2
The Best Açaí - Vila Formosa,"Praça Dr. Sampaio Vidal, 347 - Vila Formosa, São Paulo - SP",-23.5682395,-46.5402696,DSP2
The Best Açaí - Vila Diva,"Av. Sapopemba, 3341 - Vila Reg. Feijó, São Paulo - SP",-23.5740143,-46.5568739,DSP2
Eu amo Açaí,"Av. Francisco Falconi, 297 - Jardim Avelino, São Paulo - SP",-23.5856741,-46.5687912,DSP2
Açai Tio Lau,"Av. Prof. Carini, 93 - Vila Formosa, São Paulo - SP",-23.5673519,-46.5351555,DSP2
The Best Açaí - Parque São Lucas,"Av. do Oratório, 2626 - Parque São Lucas, São Paulo - SP",-23.5934998,-46.5448129,DSP2
O Bento Acai - Av Sapopemba,"Av. Sapopemba, 6867 - Jardim Adutora, São Paulo - SP",-23.5910257,-46.5309227,DSP2
The Best Açaí - Vila Prudente,"R. Pinheiro Guimarães, 366 - Parque da Vila Prudente, São Paulo - SP",-23.5866976,-46.5730921,DSP2
Açaí Da Casa,"R. Aurora das Dores, 213 - Chácara Belenzinho, São Paulo - SP",-23.5753357,-46.5317978,DSP2
Estação Malibu,"Av. Vila Ema, 3537 - Vila Ema, São Paulo - SP",-23.5867899,-46.5445383,DSP2
Açaí da Oggi - Zelina,"Avenida Zelina, 1627, R. Pinheiro Guimarães, 920 - Estacionamento: - Vila Zelina, São Paulo - SP",-23.5907141,-46.5700991,DSP2
Açaí -Boca Gelada 2 & Lady Pança -batatas fechadas e recheadas!,"R. Leonídio Porcionato, 410 - Parque Tomas Saraiva, São Paulo - SP",-23.5850434,-46.5378623,DSP2
Açai Meu Momento,"Rua Walter Imbra dos Santos, 75 - Jardim Record, São Paulo - SP",-23.5748354,-46.5284709,DSP2
Eli Açaí,"Av. Ver. Abel Ferreira, 3680 - Vila Reg. Feijó, São Paulo - SP",-23.5719678,-46.5492609,DSP2
